cityZZZS,addressZZZS,lat,lon,street,streetAlt,housenumber,housenumberAppendix,city,cityAlt,municipalityPart,municipality,zipCode,zipName,statisticalRegion
2000 MARIBOR,PRVOMAJSKA ULICA 1,46.53682,15.65983,Prvomajska ulica,,1,,Maribor,,Tezno,Maribor,2000,Maribor,Podravska
2000 MARIBOR,PRVOMAJSKA ULICA 25,46.53329,15.66758,Prvomajska ulica,,25,,Maribor,,Tezno,Maribor,2000,Maribor,Podravska
2000 MARIBOR,PUPINOVA ULICA 2,46.55272,15.64503,Pupinova ulica,,2,,Maribor,,Magdalena,Maribor,2000,Maribor,Podravska
2000 MARIBOR,RADVANJSKA CESTA 134,46.53554,15.62451,Radvanjska cesta,,134,,Maribor,,Radvanje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,RAZLAGOVA ULICA 24,46.56193,15.65446,Razlagova ulica,,24,,Maribor,,Ivan Cankar,Maribor,2000,Maribor,Podravska
2000 MARIBOR,RIBNIŠKA ULICA 5,46.56844,15.64870,Ribniška ulica,,5,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,SLOVENSKA ULICA 17,46.56015,15.64534,Slovenska ulica,,17,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,SLOVENSKA ULICA 33,46.56005,15.64318,Slovenska ulica,,33,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,STROSSMAYERJEVA ULICA 32 B,46.56277,15.64333,Strossmayerjeva ulica,,32,B,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,TOLSTOJEVA ULICA 3,46.54793,15.67025,Tolstojeva ulica,,3,,Maribor,,Pobrežje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,TOMŠIČEVA ULICA 23,46.56585,15.65337,Tomšičeva ulica,,23,,Maribor,,Ivan Cankar,Maribor,2000,Maribor,Podravska
2000 MARIBOR,TOMŠIČEVA ULICA 6,46.56540,15.65090,Tomšičeva ulica,,6,,Maribor,,Ivan Cankar,Maribor,2000,Maribor,Podravska
2000 MARIBOR,TRUBARJEVA ULICA 15,46.56466,15.64435,Trubarjeva ulica,,15,,Maribor,,Koroška vrata,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA BORCEV 1 B,46.53636,15.68832,Ulica borcev,,1,B,Maribor,,Brezje-Dogoše-Zrkovci,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA HEROJA BRAČIČA 6,46.55796,15.65023,Ulica heroja Bračiča,,6,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA HEROJA JEVTIČA 9,46.55912,15.66242,Ulica heroja Jevtiča,,9,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA HEROJA NANDETA 31,46.53267,15.67335,Ulica heroja Nandeta,,31,,Maribor,,Tezno,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA HEROJA NANDETA 37,46.53310,15.67376,Ulica heroja Nandeta,,37,,Maribor,,Tezno,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA KNEZA KOCLJA 11,46.55769,15.65032,Ulica kneza Koclja,,11,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA MOŠE PIJADA 21 B,46.55325,15.64301,Ulica Moše Pijada,,21,B,Maribor,,Magdalena,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA PARIŠKE KOMUNE 42,46.54732,15.64697,Ulica Pariške komune,,42,,Maribor,,Tabor,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA ROBERTA KUKOVCA 15,46.53491,15.62707,Ulica Roberta Kukovca,,15,,Maribor,,Radvanje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA STANETA SEVERJA 7,46.53749,15.63301,Ulica Staneta Severja,,7,,Maribor,,Nova vas,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA TALCEV 25,46.55679,15.65152,Ulica talcev,,25,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ULICA TALCEV 9,46.55933,15.65183,Ulica talcev,,9,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,VALVASORJEVA ULICA 38,46.55444,15.63680,Valvasorjeva ulica,,38,,Maribor,,Magdalena,Maribor,2000,Maribor,Podravska
2000 MARIBOR,VEZNA POT 1,46.57373,15.64297,Vezna pot,,1,,Ribniško selo,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,VINARSKA ULICA 6,46.56527,15.64339,Vinarska ulica,,6,,Maribor,,Koroška vrata,Maribor,2000,Maribor,Podravska
2000 MARIBOR,VRBANSKA CESTA 35,46.56527,15.63387,Vrbanska cesta,,35,,Maribor,,Koroška vrata,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ZRKOVSKA CESTA 188 D,46.54943,15.68951,Zrkovska cesta,,188,D,Maribor,,Pobrežje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ZRKOVSKA CESTA 67,46.55598,15.67174,Zrkovska cesta,,67,,Maribor,,Pobrežje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ČUFARJEVA CESTA 9,46.55499,15.66939,Čufarjeva cesta,,9,,Maribor,,Pobrežje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ŠENTILJSKA CESTA 9,46.56690,15.65897,Šentiljska cesta,,9,,Maribor,,Ivan Cankar,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ŽELEZNIKOVA ULICA 4,46.55037,15.66738,Železnikova ulica,,4,,Maribor,,Pobrežje,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ŽIDOVSKA ULICA 2,46.55703,15.64754,Židovska ulica,,2,,Maribor,,Center,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ŽOLGARJEVA ULICA 14,46.54949,15.64170,Žolgarjeva ulica,,14,,Maribor,,Magdalena,Maribor,2000,Maribor,Podravska
2000 MARIBOR,ŽOLGARJEVA ULICA 7,46.55030,15.64122,Žolgarjeva ulica,,7,,Maribor,,Magdalena,Maribor,2000,Maribor,Podravska
2201 ZGORNJA KUNGOTA,PLINTOVEC 7 B,46.63896,15.61566,Plintovec,,7,B,Plintovec,,Zgornja Kungota,Kungota,2201,Zgornja Kungota,Podravska
2201 ZGORNJA KUNGOTA,SVEČINA 3,46.67456,15.58636,Svečina,,3,,Svečina,,Svečina,Kungota,2201,Zgornja Kungota,Podravska
2204 MIKLAVŽ NA DRAVSKEM POLJU,PTUJSKA CESTA 110,46.50217,15.70260,Ptujska cesta,,110,,Miklavž na Dravskem polju,,Miklavž na Dravskem polju,Miklavž na Dravskem polju,2204,Miklavž na Dravskem polju,Podravska
2204 MIKLAVŽ NA DRAVSKEM POLJU,PTUJSKA CESTA 13,46.51263,15.69050,Ptujska cesta,,13,,Miklavž na Dravskem polju,,Miklavž na Dravskem polju,Miklavž na Dravskem polju,2204,Miklavž na Dravskem polju,Podravska
2204 MIKLAVŽ NA DRAVSKEM POLJU,PTUJSKA CESTA 17,46.51272,15.69091,Ptujska cesta,,17,,Miklavž na Dravskem polju,,Miklavž na Dravskem polju,Miklavž na Dravskem polju,2204,Miklavž na Dravskem polju,Podravska
2204 MIKLAVŽ NA DRAVSKEM POLJU,ULICA PLANINČEVIH 73,46.50204,15.70132,Ulica Planinčevih,,73,,Miklavž na Dravskem polju,,Miklavž na Dravskem polju,Miklavž na Dravskem polju,2204,Miklavž na Dravskem polju,Podravska
2211 PESNICA PRI MARIBORU,PESNICA PRI MARIBORU 42 C,46.60846,15.67654,Pesnica pri Mariboru,,42,C,Pesnica pri Mariboru,,Pesnica pri Mariboru,Pesnica,2211,Pesnica pri Mariboru,Podravska
2211 PESNICA PRI MARIBORU,PESNICA PRI MARIBORU 68,46.61828,15.66616,Pesnica pri Mariboru,,68,,Pesnica pri Mariboru,,Pesnica pri Mariboru,Pesnica,2211,Pesnica pri Mariboru,Podravska
2212 ŠENTILJ V SLOV. GORICAH,MLADINSKA ULICA 38,46.67417,15.66116,Mladinska ulica,,38,,Šentilj v Slov. goricah,,Šentilj,Šentilj,2212,Šentilj v Slov. goricah,Podravska
2212 ŠENTILJ V SLOV. GORICAH,POD HRIBOM 12,46.67974,15.65495,Pod hribom,,12,,Šentilj v Slov. goricah,,Šentilj,Šentilj,2212,Šentilj v Slov. goricah,Podravska
2212 ŠENTILJ V SLOV. GORICAH,POD HRIBOM 14,46.67994,15.65514,Pod hribom,,14,,Šentilj v Slov. goricah,,Šentilj,Šentilj,2212,Šentilj v Slov. goricah,Podravska
2214 SLADKI VRH,SLADKI VRH 5,46.69756,15.73680,Sladki Vrh,,5,,Sladki Vrh,,Sladki Vrh,Šentilj,2214,Sladki Vrh,Podravska
2221 JARENINA,VUKOVSKI DOL 30,46.62155,15.71991,Vukovski Dol,,30,,Vukovski Dol,,Jarenina,Pesnica,2221,Jarenina,Podravska
2229 MALEČNIK,MALEČNIK 14,46.55410,15.70257,Malečnik,,14,,Malečnik,,Malečnik-Ruperče,Maribor,2229,Malečnik,Podravska
2230 LENART V SLOV. GORICAH,GREGORČIČEVA ULICA 1,46.57373,15.83203,Gregorčičeva ulica,,1,,Lenart v Slov. goricah,,Lenart,Lenart,2230,Lenart v Slov. goricah,Podravska
2230 LENART V SLOV. GORICAH,GUBČEVA ULICA 5,46.57869,15.82838,Gubčeva ulica,,5,,Lenart v Slov. goricah,,Lenart,Lenart,2230,Lenart v Slov. goricah,Podravska
2230 LENART V SLOV. GORICAH,HRASTOVEC V SLOV. GORICAH 22,46.56511,15.78691,Hrastovec v Slov. goricah,,22,,Hrastovec v Slov. goricah,,Lenart,Lenart,2230,Lenart v Slov. goricah,Podravska
2230 LENART V SLOV. GORICAH,ILAUNIGOVA ULICA 15,46.57697,15.82809,Ilaunigova ulica,,15,,Lenart v Slov. goricah,,Lenart,Lenart,2230,Lenart v Slov. goricah,Podravska
2230 LENART V SLOV. GORICAH,MAISTROVA ULICA 22,46.57734,15.82896,Maistrova ulica,,22,,Lenart v Slov. goricah,,Lenart,Lenart,2230,Lenart v Slov. goricah,Podravska
2230 LENART V SLOV. GORICAH,RADEHOVA 5 C,46.56767,15.84591,Radehova,,5,C,Radehova,,Lenart,Lenart,2230,Lenart v Slov. goricah,Podravska
2233 SV. ANA V SLOV. GORICAH,KREMBERK 36 A,46.64786,15.84250,Kremberk,,36,A,Kremberk,,,Sveta Ana,2233,Sv. Ana v Slov. goricah,Podravska
2241 SPODNJI DUPLEK,CESTA 4. JULIJA 65,46.50187,15.75064,Cesta 4. julija,,65,,Spodnji Duplek,,Spodnji Duplek,Duplek,2241,Spodnji Duplek,Podravska
2241 SPODNJI DUPLEK,CESTA K DRAVI 8,46.50113,15.74875,Cesta k Dravi,,8,,Spodnji Duplek,,Spodnji Duplek,Duplek,2241,Spodnji Duplek,Podravska
2241 SPODNJI DUPLEK,KORENSKA CESTA 31,46.50402,15.75597,Korenska cesta,,31,,Spodnji Duplek,,Spodnji Duplek,Duplek,2241,Spodnji Duplek,Podravska
2241 SPODNJI DUPLEK,ZGORNJI DUPLEK 103 A,46.51524,15.72835,Zgornji Duplek,,103,A,Zgornji Duplek,,Zgornji Duplek,Duplek,2241,Spodnji Duplek,Podravska
2242 ZGORNJA KORENA,ŽIKARCE 1 A,46.52291,15.78266,Žikarce,,1,A,Žikarce,,Korena,Duplek,2242,Zgornja Korena,Podravska
2250 PTUJ,LANGUSOVA ULICA 8,46.43101,15.88301,Langusova ulica,,8,,Ptuj,,Četrt Ljudski vrt,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,NA TRATAH 4,46.41683,15.87719,Na tratah,,4,,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,OSOJNIKOVA CESTA 9,46.42061,15.87558,Osojnikova cesta,,9,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,PANONSKA ULICA 5,46.42388,15.87348,Panonska ulica,,5,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POT V TOPLICE 9,46.42154,15.85575,Pot v toplice,,9,,Ptuj,,Četrt Breg-Turnišče,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 15,46.42472,15.87653,Potrčeva cesta,,15,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 17,46.42485,15.87672,Potrčeva cesta,,17,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 19 A,46.42513,15.87566,Potrčeva cesta,,19,A,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 23,46.42609,15.87709,Potrčeva cesta,,23,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 33,46.42660,15.87898,Potrčeva cesta,,33,,Ptuj,,Četrt Ljudski vrt,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 4 A,46.42174,15.87383,Potrčeva cesta,,4,A,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,POTRČEVA CESTA 49,46.42764,15.88104,Potrčeva cesta,,49,,Ptuj,,Četrt Ljudski vrt,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,PUHOVA ULICA 9 A,46.41829,15.88530,Puhova ulica,,9,A,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,RAJŠPOVA ULICA 16,46.41951,15.88151,Rajšpova ulica,,16,,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,RAJŠPOVA ULICA 20,46.42031,15.88207,Rajšpova ulica,,20,,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,ROGOZNIŠKA CESTA 32,46.42610,15.88611,Rogozniška cesta,,32,,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,ROGOZNIŠKA CESTA 32 A,46.42600,15.88643,Rogozniška cesta,,32,A,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,SLOVENSKOGORIŠKA CESTA 39,46.43302,15.88830,Slovenskogoriška cesta,,39,,Ptuj,,Četrt Rogoznica,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,TRSTENJAKOVA ULICA 5,46.42110,15.87385,Trstenjakova ulica,,5,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,TRSTENJAKOVA ULICA 9,46.42049,15.87424,Trstenjakova ulica,,9,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,VOLKMERJEVA CESTA 10,46.42436,15.87378,Volkmerjeva cesta,,10,,Ptuj,,Četrt Center,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,VOLKMERJEVA CESTA 63,46.43203,15.86728,Volkmerjeva cesta,,63,,Ptuj,,Četrt Ljudski vrt,Ptuj,2250,Ptuj,Podravska
2250 PTUJ,ŠPINDLERJEVA ULICA 1,46.42695,15.89034,Špindlerjeva ulica,,1,,Ptuj,,Četrt Jezero,Ptuj,2250,Ptuj,Podravska
2252 DORNAVA,DORNAVA 128,46.43170,15.94637,Dornava,,128,,Dornava,,,Dornava,2252,Dornava,Podravska
2252 DORNAVA,DORNAVA 135 A,46.43405,15.95139,Dornava,,135,A,Dornava,,,Dornava,2252,Dornava,Podravska
2253 DESTRNIK,DESTRNIK 9,46.49296,15.87572,Destrnik,,9,,Destrnik,,,Destrnik,2253,Destrnik,Podravska
2253 DESTRNIK,VINTAROVCI 26 B,46.49824,15.86096,Vintarovci,,26,B,Vintarovci,,,Destrnik,2253,Destrnik,Podravska
2254 TRNOVSKA VAS,TRNOVSKA VAS 42 A,46.51993,15.88594,Trnovska vas,,42,A,Trnovska vas,,Vaška sk. Trnovska vas,Trnovska vas,2254,Trnovska vas,Podravska
2256 JURŠINCI,JURŠINCI 3,46.48566,15.96784,Juršinci,,3,,Juršinci,,,Juršinci,2256,Juršinci,Podravska
2270 ORMOŽ,PTUJSKA CESTA 25,46.40749,16.14359,Ptujska cesta,,25,,Ormož,,Ormož,Ormož,2270,Ormož,Podravska
2270 ORMOŽ,PTUJSKA CESTA 33,46.40715,16.14132,Ptujska cesta,,33,,Ormož,,Ormož,Ormož,2270,Ormož,Podravska
2270 ORMOŽ,ULICA DR. HROVATA 10 A,46.40632,16.14308,Ulica dr. Hrovata,,10,A,Ormož,,Ormož,Ormož,2270,Ormož,Podravska
2270 ORMOŽ,ULICA DR. HROVATA 4,46.40724,16.14333,Ulica dr. Hrovata,,4,,Ormož,,Ormož,Ormož,2270,Ormož,Podravska
2272 GORIŠNICA,GORIŠNICA 65,46.41047,16.01167,Gorišnica,,65,,Gorišnica,,,Gorišnica,2272,Gorišnica,Podravska
2273 PODGORCI,PODGORCI 48,46.42049,16.04944,Podgorci,,48,,Podgorci,,Podgorci,Ormož,2273,Podgorci,Podravska
2274 VELIKA NEDELJA,VIČANCI 16,46.44350,16.07500,Vičanci,,16,,Vičanci,,Velika Nedelja,Ormož,2274,Velika Nedelja,Podravska
2281 MARKOVCI,MARKOVCI 43,46.39430,15.93041,Markovci,,43,,Markovci,,,Markovci,2281,Markovci,Podravska
2282 CIRKULANE,CIRKULANE 28,46.34593,15.99901,Cirkulane,,28,,Cirkulane,,,Cirkulane,2282,Cirkulane,Podravska
2284 VIDEM PRI PTUJU,VIDEM PRI PTUJU 51,46.36906,15.90255,Videm pri Ptuju,,51,,Videm pri Ptuju,,Kraj.skupnost Videm pri Ptuju,Videm,2284,Videm pri Ptuju,Podravska
2286 PODLEHNIK,PODLEHNIK 9,46.33608,15.87803,Podlehnik,,9,,Podlehnik,,,Podlehnik,2286,Podlehnik,Podravska
2288 HAJDINA,ZGORNJA HAJDINA 127,46.40832,15.83889,Zgornja Hajdina,,127,,Zgornja Hajdina,,,Hajdina,2288,Hajdina,Podravska
2288 HAJDINA,ZGORNJA HAJDINA 44 A,46.40766,15.83712,Zgornja Hajdina,,44,A,Zgornja Hajdina,,,Hajdina,2288,Hajdina,Podravska
2310 SLOVENSKA BISTRICA,ALJAŽEVA ULICA 6 A,46.37967,15.55602,Aljaževa ulica,,6,A,Slovenska Bistrica,,Pohorski odred,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,DEVINA 13 B,46.40484,15.57309,Devina,,13,B,Devina,,Alfonz Šarh,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,DEVINSKA ULICA 11,46.39787,15.57986,Devinska ulica,,11,,Slovenska Bistrica,,Alfonz Šarh,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,LJUBLJANSKA CESTA 1,46.39170,15.57307,Ljubljanska cesta,,1,,Slovenska Bistrica,,Dr. Jagodiča,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,LJUBLJANSKA CESTA 80,46.38414,15.56447,Ljubljanska cesta,,80,,Slovenska Bistrica,,Pohorski odred,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,MROŽEVA ULICA 3,46.39615,15.55526,Mroževa ulica,,3,,Slovenska Bistrica,,Pohorski odred,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,PARTIZANSKA ULICA 1,46.39183,15.57195,Partizanska ulica,,1,,Slovenska Bistrica,,Dr. Jagodiča,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,PARTIZANSKA ULICA 30,46.39552,15.56233,Partizanska ulica,,30,,Slovenska Bistrica,,Pohorski odred,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,TRG ALFONZA ŠARHA 18,46.39443,15.57367,Trg Alfonza Šarha,,18,,Slovenska Bistrica,,Alfonz Šarh,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,TRG SVOBODE 26,46.39244,15.57267,Trg svobode,,26,,Slovenska Bistrica,,Dr. Jagodiča,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,ULICA BORISA WINTERJA 10,46.38857,15.57340,Ulica Borisa Winterja,,10,,Slovenska Bistrica,,Dr. Jagodiča,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,VISOLE 166 A,46.39751,15.52669,Visole,,166,A,Visole,,Impol,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2310 SLOVENSKA BISTRICA,ŠOLSKA ULICA 16,46.39170,15.56173,Šolska ulica,,16,,Slovenska Bistrica,,Pohorski odred,Slovenska Bistrica,2310,Slovenska Bistrica,Podravska
2311 HOČE,GLASERJEV TRG 1,46.49941,15.64910,Glaserjev trg,,1,,Spodnje Hoče,,Hoče,Hoče-Slivnica,2311,Hoče,Podravska
2312 OREHOVA VAS,OREHOVA CESTA 26,46.47242,15.66588,Orehova cesta,,26,,Orehova vas,,Orehova-Hotinja vas,Hoče-Slivnica,2312,Orehova vas,Podravska
2312 OREHOVA VAS,POLANSKA CESTA 7,46.47807,15.64895,Polanska cesta,,7,,Slivnica pri Mariboru,,Slivnica,Hoče-Slivnica,2312,Orehova vas,Podravska
2312 OREHOVA VAS,VILENSKA CESTA 76,46.46908,15.64691,Vilenska cesta,,76,,Radizel,,Slivnica,Hoče-Slivnica,2312,Orehova vas,Podravska
2313 FRAM,CAFOVA ULICA 1,46.45644,15.62696,Cafova ulica,,1,,Fram,,Fram,Rače-Fram,2313,Fram,Podravska
2314 ZGORNJA POLSKAVA,MLADINSKA ULICA 12,46.42702,15.61079,Mladinska ulica,,12,,Zgornja Polskava,,Zgornja Polskava,Slovenska Bistrica,2314,Zgornja Polskava,Podravska
2317 OPLOTNICA,ULICA POHORSKEGA BATALJONA 1,46.38720,15.44625,Ulica Pohorskega bataljona,,1,,Oplotnica,,,Oplotnica,2317,Oplotnica,Podravska
2317 OPLOTNICA,ULICA POHORSKEGA BATALJONA 11,46.38817,15.44733,Ulica Pohorskega bataljona,,11,,Oplotnica,,,Oplotnica,2317,Oplotnica,Podravska
2317 OPLOTNICA,ŠOLSKA ULICA 8,46.38845,15.44971,Šolska ulica,,8,,Oplotnica,,,Oplotnica,2317,Oplotnica,Podravska
2318 LAPORJE,LAPORJE 50,46.34763,15.59456,Laporje,,50,,Laporje,,Laporje,Slovenska Bistrica,2318,Laporje,Podravska
2319 POLJČANE,BISTRIŠKA CESTA 60,46.31333,15.57836,Bistriška cesta,,60,,Poljčane,,,Poljčane,2319,Poljčane,Podravska
2319 POLJČANE,BISTRIŠKA CESTA 62,46.31290,15.57823,Bistriška cesta,,62,,Poljčane,,,Poljčane,2319,Poljčane,Podravska
2319 POLJČANE,BISTRIŠKA CESTA 97,46.30821,15.57729,Bistriška cesta,,97,,Poljčane,,,Poljčane,2319,Poljčane,Podravska
2319 POLJČANE,POTRČEVA ULICA 1,46.30471,15.58068,Potrčeva ulica,,1,,Zgornje Poljčane,,,Poljčane,2319,Poljčane,Podravska
2321 MAKOLE,MAKOLE 28,46.31735,15.66729,Makole,,28,,Makole,,Vaška skupnost Makole,Makole,2321,Makole,Podravska
2322 MAJŠPERK,BREG 6 A,46.33947,15.73623,Breg,,6,A,Breg,,Krajevna skupnost Majšperk,Majšperk,2322,Majšperk,Podravska
2325 KIDRIČEVO,MLADINSKA ULICA 9,46.40408,15.79488,Mladinska ulica,,9,,Kidričevo,,,Kidričevo,2325,Kidričevo,Podravska
2326 CIRKOVCE,CIRKOVCE 47,46.39472,15.72270,Cirkovce,,47,,Cirkovce,,,Kidričevo,2326,Cirkovce,Podravska
2327 RAČE,CESTA TALCEV 16,46.45171,15.68422,Cesta talcev,,16,,Rače,,Rače,Rače-Fram,2327,Rače,Podravska
2327 RAČE,GOZDNA ULICA 24,46.44844,15.66863,Gozdna ulica,,24,,Rače,,Rače,Rače-Fram,2327,Rače,Podravska
2327 RAČE,LJUBLJANSKA CESTA 14 A,46.45367,15.67455,Ljubljanska cesta,,14,A,Rače,,Rače,Rače-Fram,2327,Rače,Podravska
2327 RAČE,NOVA ULICA 5,46.45384,15.67405,Nova ulica,,5,,Rače,,Rače,Rače-Fram,2327,Rače,Podravska
2331 PRAGERSKO,KOLODVORSKA ULICA 3,46.39521,15.66135,Kolodvorska ulica,,3,,Pragersko,,Pragersko,Slovenska Bistrica,2331,Pragersko,Podravska
2341 LIMBUŠ,LACKOVA CESTA 135,46.54667,15.59819,Lackova cesta,,135,,Pekre,,Pekre,Maribor,2341,Limbuš,Podravska
2341 LIMBUŠ,LACKOVA CESTA 242,46.55204,15.58536,Lackova cesta,,242,,Limbuš,,Limbuš,Maribor,2341,Limbuš,Podravska
2341 LIMBUŠ,LACKOVA CESTA 269,46.55387,15.58161,Lackova cesta,,269,,Limbuš,,Limbuš,Maribor,2341,Limbuš,Podravska
2341 LIMBUŠ,ULICA 30. MAJA 12,46.54964,15.58761,Ulica 30. maja,,12,,Limbuš,,Limbuš,Maribor,2341,Limbuš,Podravska
2341 LIMBUŠ,ULICA LACKOVEGA ODREDA 6,46.55328,15.58435,Ulica Lackovega odreda,,6,,Limbuš,,Limbuš,Maribor,2341,Limbuš,Podravska
2342 RUŠE,SMOLNIK 7 C,46.53253,15.48966,Smolnik,,7,C,Smolnik,,,Ruše,2342,Ruše,Podravska
2342 RUŠE,STADIONSKA ULICA 2,46.54266,15.50658,Stadionska ulica,,2,,Ruše,,,Ruše,2342,Ruše,Podravska
2342 RUŠE,STADIONSKA ULICA 4,46.54277,15.50623,Stadionska ulica,,4,,Ruše,,,Ruše,2342,Ruše,Podravska
2342 RUŠE,ULICA RUŠKE ČETE 14,46.53997,15.51611,Ulica Ruške čete,,14,,Ruše,,,Ruše,2342,Ruše,Podravska
2344 LOVRENC NA POHORJU,GORNJI TRG 37,46.53780,15.38462,Gornji trg,,37,,Lovrenc na Pohorju,,,Lovrenc na Pohorju,2344,Lovrenc na Pohorju,Podravska
2344 LOVRENC NA POHORJU,OB RADOLJNI 47,46.53252,15.38504,Ob Radoljni,,47,,Lovrenc na Pohorju,,,Lovrenc na Pohorju,2344,Lovrenc na Pohorju,Podravska
2345 BISTRICA OB DRAVI,INDUSTRIJSKA ULICA 33,46.55630,15.54903,Industrijska ulica,,33,,Bistrica ob Dravi,,,Ruše,2345,Bistrica ob Dravi,Podravska
2351 KAMNICA,CESTA V ROŠPOH 24 A,46.57287,15.61260,Cesta v Rošpoh,,24,A,Kamnica,,Kamnica,Maribor,2351,Kamnica,Podravska
2351 KAMNICA,VRBANSKA CESTA 97,46.57321,15.61582,Vrbanska cesta,,97,,Kamnica,,Kamnica,Maribor,2351,Kamnica,Podravska
2352 SELNICA OB DRAVI,GASILSKA ULICA 3,46.55124,15.49124,Gasilska ulica,,3,,Selnica ob Dravi,,,Selnica ob Dravi,2352,Selnica ob Dravi,Podravska
2352 SELNICA OB DRAVI,SLOVENSKI TRG 4,46.55150,15.49303,Slovenski trg,,4,,Selnica ob Dravi,,,Selnica ob Dravi,2352,Selnica ob Dravi,Podravska
2352 SELNICA OB DRAVI,SPODNJI SLEMEN 11,46.56018,15.52055,Spodnji Slemen,,11,,Spodnji Slemen,,,Selnica ob Dravi,2352,Selnica ob Dravi,Podravska
